SED_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED53602,10994,11107,22098,1024,1007,2036,114,91,207,111,94,202,72,79,152,62,45,106,4689,4463,9158,14,13,33,35,20,61,4,8,11,0,0,3,5111,4819,9924,2297,2132,4435,114,92,204,8548,8050,16593,1613,1538,3153,21155,20697,41849
SED53701,9971,8886,18857,1454,1462,2915,70,63,134,50,63,112,121,105,225,39,37,79,3571,3511,7087,18,17,32,45,57,105,6,3,7,0,0,3,3930,3853,7780,415,457,870,92,65,154,5888,5833,11723,1841,1612,3454,17699,16334,34038
SED53802,9366,9980,19347,855,824,1680,114,111,218,112,93,212,82,79,165,40,34,77,4080,4074,8146,10,9,21,28,16,42,22,19,37,0,0,0,4489,4438,8923,1956,1915,3875,104,87,183,7393,7267,14658,1221,1193,2412,17984,18430,36416
SED53902,8674,9522,18194,945,1034,1982,142,162,308,150,180,332,102,99,202,54,51,105,4473,4799,9272,13,21,35,28,27,56,13,33,51,0,3,3,4987,5379,10361,1602,1707,3309,122,120,243,7659,8237,15894,1325,1544,2870,17659,19302,36958
SED54006,9822,9474,19293,1944,2029,3968,109,121,229,110,123,230,145,166,315,46,47,95,4609,4925,9536,32,36,68,69,78,145,10,3,13,0,0,0,5128,5501,10636,510,586,1095,146,103,243,7730,8218,15941,1803,1688,3492,19348,19378,38729
SED54104,8123,8851,16971,1396,1380,2779,301,283,589,279,322,604,179,186,363,80,108,187,4248,4292,8546,18,16,40,22,24,53,38,24,58,0,0,0,5177,5265,10443,2676,2679,5353,115,102,225,9368,9431,18798,1156,1232,2389,18646,19504,38154
SED54203,4716,3158,7879,1163,1075,2241,452,132,586,334,132,466,897,251,1147,168,64,229,3674,1899,5573,53,23,81,120,90,210,7,5,12,4,7,5,5711,2601,8307,883,470,1358,92,63,161,7861,4209,12068,2893,1230,4126,15473,8599,24066
SED54304,10767,10945,21715,1103,1133,2235,125,144,267,122,126,249,144,140,286,31,42,73,4768,4869,9637,23,15,41,19,11,30,16,13,26,3,3,4,5248,5369,10618,1788,1829,3617,69,62,124,8205,8392,16595,836,809,1644,19808,20151,39956
SED54404,8342,8363,16707,1378,1212,2585,451,391,836,424,418,836,385,314,694,131,97,227,6477,6040,12516,38,38,71,52,43,93,54,56,107,3,5,9,8006,7406,15404,4618,4724,9341,277,211,488,14276,13553,27825,3295,2896,6197,25911,24810,50726
SED54503,6389,4460,10850,3376,2979,6351,654,467,1123,466,359,822,1059,824,1883,252,188,443,5957,4406,10360,131,94,229,204,153,357,16,4,18,6,3,9,8753,6494,15240,1423,1278,2705,219,196,416,13767,10946,24715,4505,2454,6960,24658,17861,42520
SED54605,10226,10756,20981,909,925,1833,124,143,274,127,119,248,90,97,187,82,67,148,3240,3260,6503,22,19,41,16,16,30,14,22,41,5,8,11,3729,3752,7477,2162,2206,4371,59,56,113,6851,6942,13790,563,634,1192,17639,18325,35970
SED54705,9007,9200,18212,1046,1091,2133,278,199,468,197,152,348,263,200,465,63,77,135,4119,4308,8429,49,59,107,58,48,103,28,18,45,4,0,4,5042,5056,10102,848,875,1725,102,86,186,7045,7107,14147,1764,1479,3245,17814,17793,35607
SED54804,7760,8628,16393,1122,1117,2235,234,240,472,217,237,449,209,197,406,51,39,96,5021,5703,10732,41,58,93,51,39,92,33,28,60,0,0,3,5858,6543,12401,1829,1927,3750,148,111,260,8953,9697,18646,1443,1545,2987,18157,19872,38024
SED54905,7972,8865,16843,1009,1083,2092,195,179,373,198,194,393,129,149,274,65,66,128,4901,4882,9777,30,22,55,35,47,81,16,17,32,6,0,11,5565,5553,11114,2071,2035,4107,139,121,260,8780,8787,17575,1318,1409,2731,18074,19067,37141
SED55005,12836,12998,25833,958,1010,1969,158,144,305,176,151,334,148,127,280,119,117,235,5637,5693,11330,14,10,22,31,24,53,20,19,36,8,8,20,6310,6295,12605,2406,2582,4993,108,75,181,9792,9958,19750,1932,865,2794,24555,23821,48377
SED55102,11489,11390,22881,1529,1636,3161,132,107,241,112,124,238,160,177,335,50,40,93,5773,6001,11769,23,28,56,40,50,86,18,12,30,0,0,0,6308,6541,12850,775,864,1638,115,112,219,8723,9149,17868,3328,1347,4674,23539,21880,45427
SED55206,8425,8585,17012,3027,3322,6351,122,134,248,113,127,241,118,137,259,60,55,114,3998,4349,8348,34,31,62,37,29,70,13,11,24,3,3,10,4502,4871,9373,518,596,1112,115,144,262,8163,8929,17095,1562,1553,3111,18141,19071,37214
SED55305,8390,8675,17065,1083,1018,2095,225,200,429,272,218,493,239,183,424,77,61,144,5693,5599,11293,24,31,60,49,40,89,28,30,56,6,0,5,6616,6369,12984,4238,3763,8004,246,168,415,12177,11316,23495,2325,2242,4569,22891,22238,45127
SED55401,9048,8577,17631,1665,1593,3258,46,49,95,68,62,132,70,80,149,39,45,83,2523,2511,5029,17,17,35,28,29,53,5,8,11,0,0,0,2804,2797,5597,381,371,753,77,65,149,4929,4826,9753,1972,1722,3693,15950,15131,31076
SED55504,11405,11717,23126,1294,1309,2602,121,124,247,97,107,204,107,112,217,59,49,101,5041,5480,10515,22,32,54,31,29,66,14,14,23,0,0,0,5495,5938,11432,1442,1636,3082,125,85,212,8354,8970,17329,1128,1024,2144,20884,21718,42601
SED55605,11959,11960,23914,2622,2737,5359,377,380,754,340,322,658,354,355,710,96,102,198,7422,8063,15484,97,90,183,118,102,216,29,27,58,3,0,9,8839,9441,18278,2006,2216,4217,198,153,350,13655,14549,28200,2187,1952,4142,27804,28456,56262
SED55706,10351,10107,20460,2244,2432,4675,87,94,176,88,97,180,112,105,219,61,39,102,3336,3623,6954,27,26,54,32,29,61,4,3,3,3,4,10,3745,4021,7769,477,555,1032,72,80,156,6540,7092,13633,1786,1728,3513,18685,18922,37607
SED55802,12267,12460,24733,1644,1805,3449,221,201,418,194,188,376,213,195,402,97,92,189,7889,8022,15914,27,27,62,67,60,126,13,18,36,3,3,8,8730,8802,17530,1694,1991,3688,176,145,325,12246,12740,24986,1680,1986,3673,26197,27186,53383
SED55905,9264,10041,19304,634,658,1296,101,122,222,120,131,255,139,141,287,25,37,64,3977,4226,8203,21,18,42,32,18,56,18,20,35,4,7,6,4433,4731,9163,1022,1031,2056,112,102,217,6212,6523,12731,1212,1219,2436,16685,17792,34473
SED59494,493,234,725,99,64,166,138,128,265,99,102,201,209,192,399,50,55,102,915,594,1516,25,20,48,31,24,60,10,10,15,3,0,3,1484,1123,2609,309,278,593,45,32,77,1945,1495,3440,1023,611,1631,3452,2339,5795
SED59797,143,9,147,4,0,4,5,0,12,0,0,3,13,0,11,4,3,5,99,6,100,3,0,3,0,0,0,0,0,0,0,0,0,129,12,140,56,3,63,0,0,0,187,18,206,73,8,80,408,26,434
SED60101,3235,3061,6302,491,534,1024,55,44,101,71,61,130,109,115,221,25,19,45,47,44,90,390,393,780,16,16,29,7,0,8,0,0,0,711,701,1406,45,45,91,20,14,31,1264,1290,2553,420,394,814,4919,4746,9667
SED60106,8187,8897,17087,678,737,1414,171,186,361,210,223,436,210,234,444,51,52,97,101,127,222,3509,4088,7597,19,34,52,9,14,22,0,0,0,4281,4960,9235,385,446,828,73,66,136,5409,6208,11612,1085,1262,2346,14681,16368,31049
SED60112,6106,6497,12604,504,535,1043,157,149,311,171,175,339,147,180,329,44,41,87,125,126,253,2563,2875,5442,21,31,52,7,5,15,0,0,0,3243,3582,6824,217,224,441,66,57,124,4036,4391,8427,682,710,1391,10816,11602,22427
SED60115,8554,8916,17471,1081,1171,2258,217,176,393,217,195,411,235,216,450,51,53,104,121,116,237,2996,3331,6320,22,24,41,14,12,24,0,0,0,3873,4113,7985,828,721,1555,79,65,146,5861,6076,11944,1502,1562,3063,15922,16558,32479
SED60207,8747,9270,18019,1182,1392,2577,154,173,328,174,195,367,230,245,474,53,56,112,135,133,268,2595,3038,5634,20,14,34,16,13,25,0,0,0,3371,3888,7250,176,202,381,81,67,147,4811,5545,10357,1050,1182,2232,14607,16006,30608
SED60208,8880,9269,18150,958,1077,2034,159,186,342,141,165,311,220,243,464,36,35,70,119,146,261,2612,2982,5589,23,27,50,10,5,11,0,0,0,3319,3780,7093,113,143,259,87,57,142,4478,5057,9535,1049,1078,2131,14414,15406,29817
SED60209,9127,8969,18089,1627,1774,3407,181,196,383,202,201,402,320,317,634,76,79,154,169,160,324,2105,2240,4346,25,37,57,14,11,19,4,5,4,3092,3239,6332,180,185,373,91,126,216,4996,5327,10322,1267,1276,2547,15395,15571,30964
SED60214,68,74,142,13,5,23,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,14,13,25,0,0,0,0,0,0,0,0,0,10,17,24,0,0,0,0,0,0,24,21,49,6,7,11,109,97,204
SED60302,2693,2797,5496,228,246,470,21,25,43,36,37,80,36,52,89,9,10,18,22,21,38,975,1085,2063,12,6,17,0,3,5,0,0,0,1111,1249,2352,32,35,74,27,14,42,1398,1540,2942,266,293,559,4362,4632,8990
SED60303,9159,9867,19018,632,737,1367,144,144,289,163,168,331,184,183,369,35,40,78,87,98,190,3865,4184,8046,18,21,38,16,16,31,3,0,3,4517,4853,9377,620,672,1289,105,103,204,5872,6366,12238,1345,1469,2817,16374,17702,34073
SED60304,7536,8272,15807,729,765,1492,355,361,717,417,506,923,287,308,596,84,84,166,124,133,252,3601,3717,7317,42,37,73,62,58,123,3,3,3,4974,5196,10173,934,1045,1971,138,147,283,6774,7143,13920,1178,1096,2278,15487,16517,32001
SED60305,152,142,293,5,4,9,4,0,3,0,0,0,5,4,6,0,0,0,3,4,7,28,29,56,0,0,0,0,0,0,0,0,0,33,37,73,0,0,3,0,0,3,44,43,83,22,11,31,214,193,404
SED60310,5349,5710,11056,584,565,1151,193,219,413,251,282,536,150,167,321,48,41,88,108,99,214,1981,1966,3949,30,25,53,25,37,60,0,0,0,2800,2837,5636,1126,1200,2330,45,46,89,4555,4648,9201,589,610,1197,10489,10963,21456
SED60402,1000,997,1999,85,105,190,12,26,37,19,14,33,31,22,51,4,4,9,11,20,28,424,466,894,5,0,3,0,3,3,0,0,0,505,556,1060,22,22,37,31,30,61,641,710,1357,72,75,152,1719,1790,3504
SED60405,9808,9830,19639,1376,1421,2795,360,392,750,276,290,564,397,443,837,99,111,210,257,261,514,2335,2554,4892,63,65,131,41,42,76,3,0,3,3819,4157,7975,276,317,595,82,64,141,5555,5960,11513,1074,1057,2131,16433,16844,33280
SED60410,2485,2822,5311,478,523,996,68,87,157,60,79,137,70,100,172,11,19,36,34,37,69,1060,1218,2279,7,7,20,18,22,42,0,0,0,1336,1567,2903,161,168,322,44,25,68,2009,2281,4292,251,269,519,4748,5378,10126
SED60411,9140,10180,19320,737,823,1560,176,191,362,169,195,361,177,223,404,42,50,88,83,91,174,3357,3791,7145,23,22,47,14,22,37,0,0,0,4041,4579,8622,289,307,598,71,76,147,5141,5784,10927,1347,1052,2403,15633,17018,32652
SED60413,5710,5808,11517,635,667,1296,101,91,190,102,103,206,132,134,269,22,26,54,53,46,95,1819,2067,3882,30,22,60,8,13,21,0,0,0,2267,2508,4779,97,124,226,35,31,72,3036,3332,6375,525,514,1041,9277,9651,18930
SED60501,6217,5805,12024,851,895,1741,170,182,352,124,118,246,161,174,332,44,40,79,110,113,220,1092,1121,2210,25,20,48,9,5,16,0,0,0,1735,1770,3505,65,97,157,30,29,61,2678,2792,5471,931,898,1833,9834,9497,19330
SED60502,7133,6922,14053,898,1042,1945,78,84,158,91,97,191,137,159,290,29,30,59,69,75,141,1730,1969,3702,16,7,24,5,10,12,0,0,3,2156,2431,4583,42,48,97,60,56,115,3162,3573,6734,1020,1071,2085,11310,11561,22876
SED60512,2859,2821,5685,294,358,656,89,90,178,102,99,200,100,113,210,23,29,55,61,62,128,641,685,1326,18,16,26,3,3,12,0,0,3,1041,1097,2133,25,41,67,20,25,41,1381,1517,2895,373,373,749,4614,4713,9327
SED60513,4668,4541,9210,657,727,1382,115,125,239,120,118,235,126,134,255,21,22,43,54,49,109,1342,1438,2781,19,13,33,7,10,17,0,0,0,1793,1909,3699,73,83,161,35,39,72,2553,2765,5319,641,679,1315,7863,7979,15845
SED60514,9277,9120,18402,1275,1390,2664,210,239,441,224,234,461,298,330,626,70,79,152,174,176,345,2119,2299,4415,29,23,55,16,17,33,0,0,0,3144,3400,6540,140,162,310,67,69,136,4627,5014,9647,1270,1221,2494,15181,15357,30537
SED69494,89,45,133,37,17,46,12,18,38,11,12,20,22,23,48,3,5,6,24,14,38,133,134,264,0,0,3,4,0,4,0,0,0,208,210,418,30,27,57,7,3,15,284,258,541,127,74,200,499,376,870
SED69797,21,13,37,0,0,0,3,0,3,5,0,4,0,3,4,0,0,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,16,10,24,7,0,7,0,0,0,25,8,29,3,0,5,49,21,68
SED70001,2701,2707,5401,88,63,155,13,32,42,25,29,50,38,34,75,7,13,18,9,10,17,0,0,0,114,116,229,0,0,0,0,0,0,209,233,440,21,24,47,40,62,102,364,381,751,240,179,414,3302,3267,6569
SED70002,1909,1993,3903,252,259,509,122,143,263,186,180,365,178,190,365,178,176,355,62,66,126,17,19,31,882,875,1758,23,26,53,0,0,0,1649,1673,3319,650,693,1342,50,65,118,2601,2687,5288,653,683,1337,5162,5363,10526
SED70003,2689,2677,5367,126,145,271,34,34,72,53,68,124,137,97,234,33,25,56,47,45,96,16,15,28,229,211,441,5,3,10,0,0,0,555,492,1049,45,70,111,101,94,197,820,808,1630,284,218,504,3802,3699,7499
SED70004,2442,2365,4806,229,222,451,89,62,151,68,61,129,175,135,314,50,32,83,37,31,66,9,13,22,287,260,553,7,5,11,0,0,0,715,601,1322,103,102,205,64,69,136,1113,997,2113,523,337,861,4078,3695,7778
SED70005,1316,1274,2595,175,182,358,148,142,287,148,141,288,322,302,618,88,98,188,150,144,293,17,15,27,1109,1158,2265,14,10,23,0,0,0,2000,2004,4003,226,270,495,71,45,114,2472,2499,4967,381,382,763,4170,4159,8327
SED70006,2112,2153,4264,322,304,625,104,125,224,138,156,296,128,145,277,141,140,279,70,78,144,21,28,48,787,931,1720,16,13,29,0,0,0,1400,1613,3017,293,327,619,52,39,90,2067,2295,4356,592,638,1231,4772,5083,9856
SED70007,1341,1351,2690,129,126,257,155,148,307,130,124,251,315,276,594,85,91,181,146,154,303,25,25,52,878,883,1764,10,8,15,0,0,0,1747,1720,3463,183,227,410,51,32,81,2114,2102,4215,332,279,617,3782,3737,7522
SED70008,1693,1657,3347,117,127,241,158,166,325,138,137,278,201,208,407,83,98,176,88,98,184,16,27,42,706,742,1451,41,23,68,6,3,6,1433,1502,2936,555,512,1070,57,35,93,2159,2180,4336,485,409,891,4336,4242,8579
SED70009,2765,2529,5293,156,159,314,90,70,165,71,62,141,142,105,254,41,45,88,106,77,178,4,9,15,501,439,941,5,5,4,0,0,0,960,819,1774,94,68,170,58,55,113,1268,1105,2372,805,534,1338,4836,4170,9006
SED70010,1767,1641,3410,128,128,254,68,80,145,67,64,128,162,146,306,63,46,116,78,76,157,8,8,14,829,902,1733,3,7,7,0,0,0,1288,1322,2608,179,191,371,39,28,74,1636,1674,3307,569,570,1138,3965,3889,7852
SED70011,1362,1307,2671,102,103,207,142,122,269,164,176,340,221,223,446,107,93,205,172,161,333,18,14,30,670,679,1349,20,21,36,0,0,0,1514,1495,3007,500,540,1035,46,45,93,2165,2184,4347,503,477,974,4023,3967,7990
SED70012,1190,1174,2362,119,122,244,167,147,312,171,153,331,262,232,494,115,112,222,151,131,280,27,24,51,718,638,1354,27,22,52,0,0,0,1645,1454,3100,427,442,875,62,49,116,2257,2074,4333,475,384,859,3920,3628,7549
SED70013,2474,2149,4621,156,171,321,85,70,161,94,73,170,176,143,310,51,66,110,130,112,243,6,17,21,813,716,1526,0,4,3,0,0,0,1346,1196,2544,76,97,173,30,20,49,1610,1475,3089,640,515,1152,4727,4138,8866
SED70014,1759,1690,3451,53,43,95,72,70,146,85,86,171,92,73,171,39,31,70,55,57,112,14,12,21,634,648,1283,9,9,16,0,0,0,995,989,1985,340,361,699,39,17,55,1430,1412,2836,407,405,809,3593,3503,7104
SED70015,1899,1906,3807,148,163,314,45,45,86,50,61,112,75,78,150,37,33,72,49,53,94,5,7,10,588,665,1254,8,7,12,0,0,0,855,940,1793,208,247,452,32,19,53,1244,1372,2611,445,494,941,3588,3772,7363
SED70016,1640,1541,3177,558,559,1112,274,236,510,129,120,246,325,252,574,98,95,187,76,66,137,21,10,32,299,291,589,28,16,39,0,0,0,1243,1080,2329,145,169,312,45,29,71,1985,1843,3826,1034,933,1969,4655,4315,8972
SED70017,2083,2203,4287,120,125,251,112,135,244,89,88,170,163,146,312,87,82,166,40,32,74,8,13,21,413,407,814,3,5,13,0,0,3,924,906,1823,137,160,292,75,84,158,1253,1271,2520,1201,623,1825,4539,4098,8639
SED70018,2573,2021,4591,130,100,226,298,96,391,241,91,340,521,177,693,106,54,160,203,90,295,21,15,35,794,716,1513,23,13,33,0,0,0,2209,1251,3457,114,73,189,34,28,68,2486,1460,3940,2528,557,3078,7579,4032,11619
SED70019,2971,2927,5897,338,302,637,70,72,134,66,89,157,168,168,338,28,23,57,39,56,96,14,10,26,191,222,409,3,5,4,0,0,0,577,648,1222,63,71,135,20,44,64,993,1068,2060,427,324,742,4392,4309,8703
SED70020,1373,1384,2753,128,122,247,168,161,331,153,173,327,189,166,355,85,91,172,97,83,177,9,15,25,670,656,1321,19,12,25,0,0,0,1385,1354,2738,449,501,951,34,38,76,1994,2017,4009,474,460,927,3841,3855,7695
SED70021,915,732,1643,196,153,345,391,258,646,255,205,464,440,341,784,152,117,268,269,183,446,27,22,43,648,553,1201,79,48,132,0,0,0,2265,1725,3989,1056,971,2030,53,39,88,3565,2886,6454,954,652,1608,5436,4265,9699
SED70022,1980,1931,3915,81,71,150,56,51,108,81,84,163,99,91,186,52,61,113,65,57,124,7,11,20,771,755,1527,4,5,6,0,0,0,1147,1108,2252,322,319,640,41,23,69,1584,1527,3115,397,385,783,3967,3842,7810
SED70023,985,855,1838,87,99,191,276,218,493,186,175,360,363,322,685,138,124,267,176,155,334,46,28,78,1377,1265,2646,13,13,29,0,0,0,2586,2304,4888,266,319,582,66,48,114,3002,2766,5771,487,392,877,4473,4016,8490
SED70024,2248,2506,4746,68,67,130,56,45,102,40,48,86,60,52,120,33,28,59,58,55,112,3,0,0,171,182,351,0,0,0,0,0,0,424,412,830,16,21,43,45,56,104,554,550,1101,392,411,803,3190,3467,6660
SED70025,1592,1579,3174,122,109,224,146,144,287,125,135,254,220,168,391,76,69,150,91,86,179,14,15,31,988,934,1917,21,24,49,0,0,0,1669,1578,3251,333,358,694,38,34,74,2159,2079,4243,332,325,655,4083,3980,8060
SED79494,231,159,395,48,34,79,98,92,188,78,91,176,126,124,242,48,31,82,60,69,135,5,8,16,121,106,223,0,11,13,0,0,0,541,528,1074,71,95,166,9,3,13,666,657,1326,389,307,691,1286,1118,2406
SED79797,39,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,8,0,0,0,4,4,8,14,3,19,61,14,70
SED80001,20060,21082,41135,748,759,1506,1507,1672,3179,285,277,557,400,426,827,89,113,199,74,82,158,30,41,72,67,78,146,6116,6338,12445,0,0,0,8565,9020,17585,877,988,1868,161,124,283,10353,10894,21249,1550,1693,3246,31967,33663,65623
SED80002,18446,19525,37978,948,935,1883,2474,2652,5128,469,463,935,502,549,1057,147,127,277,166,165,330,56,64,116,87,98,181,6905,6779,13678,7,7,16,10803,10907,21712,2815,3081,5894,219,168,385,14786,15090,29874,1972,2057,4021,35202,36670,71874
SED80003,13891,14894,28784,1012,1009,2020,3938,4168,8105,1420,1438,2859,1290,1162,2451,458,415,875,410,408,817,160,171,333,182,165,348,7070,6941,14009,9,9,19,14939,14880,29825,4901,4963,9865,302,285,582,21148,21141,42294,3674,3164,6840,38717,39201,77919
SED80004,18969,20342,39312,904,968,1877,2014,2088,4099,481,487,971,487,499,989,157,173,331,134,147,272,69,56,133,94,105,207,7459,7729,15186,7,3,12,10905,11290,22196,2182,2487,4665,180,162,335,14166,14907,29076,2115,2234,4357,35258,37483,72738
SED80005,16960,17678,34641,1227,1206,2434,3445,3535,6980,668,693,1363,877,889,1769,266,278,546,287,267,559,62,81,144,192,203,393,10747,10795,21538,8,4,8,16558,16748,33299,3301,3663,6964,302,244,546,21384,21864,43246,2048,1986,4027,40391,41523,81918
SED89494,35,29,64,14,10,25,33,30,64,7,10,18,6,11,22,3,0,4,6,3,4,0,0,0,4,3,6,71,51,125,0,0,0,134,116,243,29,27,61,7,4,8,180,155,336,90,38,130,306,223,528
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,1211,1194,2402,130,154,281,100,72,176,25,16,38,69,43,108,13,12,22,100,85,185,7,3,8,8,3,19,22,27,50,4,0,5,348,259,611,84,105,186,10,15,27,572,537,1109,515,231,750,2295,1970,4261
SED99494,6,4,14,0,0,0,0,3,3,0,3,5,4,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,14,21,0,9,11,0,0,0,8,21,29,3,7,5,21,32,52
SED99797,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,3,0,6
