SED_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED30004,16958,18424,35380,256,236,494,93,103,192,59,50,105,2200,2379,4581,16,21,39,35,30,64,14,16,33,20,20,40,16,23,43,0,0,0,2453,2643,5096,217,257,468,37,43,74,2957,3174,6130,1268,1243,2507,21175,22835,44019
SED30005,21408,21974,43380,1109,1191,2296,235,283,518,224,230,455,2851,3203,6052,77,111,186,135,130,263,20,28,49,105,124,226,21,21,42,0,0,0,3676,4119,7792,349,381,734,97,84,181,5228,5774,11001,2978,2942,5921,29617,30688,60310
SED30006,21238,21848,43084,1257,1400,2653,246,230,474,82,78,165,2675,2846,5528,23,30,56,31,27,57,5,7,17,20,20,45,10,11,24,3,0,3,3102,3252,6355,122,138,261,85,68,150,4563,4857,9426,2637,2352,4981,28435,29053,57492
SED30007,17176,16011,33189,1280,1305,2580,387,372,756,219,210,432,5420,5308,10731,57,52,107,90,83,175,19,30,49,43,30,71,50,45,94,0,0,0,6290,6132,12417,2498,2744,5239,118,97,216,10180,10276,20458,4422,3932,8352,31783,30216,61998
SED30008,16911,18794,35710,682,790,1475,401,415,822,135,145,278,2910,3322,6231,28,32,61,32,39,72,12,32,45,6,18,23,14,9,29,0,0,0,3551,4016,7563,408,450,857,80,82,164,4721,5335,10062,2594,2831,5428,24226,26967,51195
SED30009,17326,19224,36550,602,704,1304,194,200,401,114,113,230,2933,3343,6272,32,36,67,63,62,127,21,33,58,14,18,37,20,22,38,3,3,4,3395,3833,7231,262,319,579,90,74,161,4352,4928,9278,1800,1867,3666,23473,26017,49490
SED30010,17842,18837,36681,510,534,1046,237,257,493,130,130,266,3561,3850,7411,34,26,64,60,69,131,12,19,29,23,26,48,23,27,42,0,0,0,4089,4398,8486,482,551,1036,64,75,140,5144,5562,10706,2122,2096,4220,25108,26493,51603
SED30011,15468,16809,32271,434,509,948,83,108,187,44,56,103,2418,2591,5009,13,14,27,21,17,31,4,3,9,18,12,26,12,4,17,0,0,3,2611,2805,5415,248,241,490,87,74,156,3383,3629,7011,1944,2038,3984,20787,22475,43266
SED30012,27576,28114,55697,1451,1474,2924,357,371,729,123,130,255,4889,5267,10159,70,67,141,81,67,148,21,20,45,52,38,93,38,44,82,3,0,3,5635,6014,11650,509,539,1045,149,133,285,7744,8160,15906,3228,3282,6504,38549,39557,78104
SED30013,17953,16994,34946,967,1040,2003,228,116,345,170,74,239,1722,1703,3423,37,23,62,56,40,101,22,12,37,45,38,76,30,22,55,0,0,0,2313,2018,4338,220,207,429,54,44,100,3557,3315,6866,3637,2326,5961,25147,22634,47773
SED30014,18063,19499,37564,587,693,1281,425,462,885,125,131,256,2403,2701,5109,32,40,72,38,53,97,13,22,33,21,19,40,17,23,38,4,0,5,3084,3457,6542,325,380,708,84,60,136,4075,4595,8666,2219,2456,4677,24354,26551,50903
SED30015,18754,18417,37172,882,949,1831,138,147,281,70,90,161,1915,1967,3883,22,18,36,45,50,91,19,22,39,26,22,49,7,11,17,0,0,0,2248,2324,4570,121,150,274,61,53,109,3308,3477,6782,2112,1993,4102,24172,23879,48057
SED30016,19582,20043,39628,814,896,1712,205,191,395,161,164,323,3450,3646,7095,57,65,117,89,96,176,30,33,63,100,96,199,13,16,32,0,0,0,4104,4295,8400,618,716,1335,111,94,211,5646,6006,11656,4192,4072,8257,29418,30119,59537
SED30017,18024,17160,35191,1056,1138,2192,101,102,199,22,24,44,1376,1354,2726,17,12,34,24,20,43,6,8,13,22,15,38,3,4,10,0,0,0,1572,1539,3115,138,112,247,66,65,128,2833,2857,5688,2601,2210,4807,23461,22222,45685
SED30018,18003,19365,37371,780,871,1651,232,241,471,97,108,204,2940,3236,6176,30,25,56,33,36,65,26,25,53,19,18,37,23,25,41,0,0,0,3395,3710,7107,241,274,510,60,62,117,4475,4910,9389,1905,1977,3879,24378,26256,50631
SED30019,18730,19081,37808,427,470,905,83,85,174,50,41,89,2190,2322,4513,17,18,37,23,17,36,9,7,10,19,15,37,3,6,12,0,0,0,2394,2513,4907,140,174,316,61,46,111,3027,3212,6234,1362,1377,2741,23124,23668,46790
SED30020,19347,20535,39873,390,451,840,102,95,197,58,59,115,2656,2889,5543,22,18,43,32,36,73,3,4,10,12,11,25,12,16,31,0,0,6,2899,3143,6045,300,360,659,55,45,102,3654,3993,7650,1575,1440,3012,24569,25966,50540
SED30021,17433,18304,35738,597,628,1221,239,237,473,131,121,253,3693,3927,7620,25,33,59,65,47,106,9,12,21,30,24,49,21,24,42,0,0,0,4203,4419,8627,526,632,1158,65,65,129,5387,5748,11133,2433,2328,4766,25253,26380,51637
SED30022,18569,19808,38373,672,725,1402,167,181,354,77,98,171,2529,2686,5214,28,19,51,46,45,92,4,3,6,7,7,15,10,13,25,0,0,0,2865,3055,5921,231,235,459,53,49,105,3825,4059,7882,1743,1862,3608,24139,25729,49869
SED30023,21836,21712,43548,1342,1324,2666,145,142,285,28,47,77,2342,2510,4853,17,23,39,21,21,43,3,11,13,22,16,43,4,5,10,0,0,0,2583,2770,5356,214,181,396,65,60,123,4203,4340,8536,2376,2168,4542,28413,28216,56623
SED30024,19427,18718,38143,1220,1275,2494,109,112,224,89,104,193,1489,1496,2986,56,46,100,103,99,197,22,19,35,55,59,111,14,17,27,0,3,3,1929,1952,3888,243,254,500,192,186,374,3581,3674,7257,2900,2644,5542,25907,25035,50948
SED30025,24600,25649,50249,1425,1524,2949,590,717,1312,190,195,377,4771,5229,10002,58,48,105,77,79,152,41,37,75,33,36,70,35,40,71,0,0,0,5793,6383,12170,480,521,1000,135,97,231,7830,8526,16351,3495,3517,7008,35920,37687,73609
SED30026,17489,18308,35799,682,686,1370,574,668,1244,98,105,205,1970,2132,4100,10,16,28,38,54,91,12,10,29,25,20,47,14,18,36,0,3,3,2750,3024,5776,251,323,577,87,65,150,3768,4100,7869,2150,2219,4365,23409,24626,48038
SED30027,17486,17312,34798,1322,1491,2813,67,72,145,35,46,79,1722,1794,3515,20,22,40,50,46,91,11,9,22,45,42,92,4,3,6,0,0,0,1958,2034,3993,122,129,251,74,71,149,3475,3733,7210,3510,2405,5919,24476,23453,47921
SED30028,17757,18700,36460,374,414,788,132,135,268,67,68,131,2225,2417,4644,21,19,40,28,27,56,6,3,13,26,32,59,25,16,37,0,0,0,2530,2720,5247,188,209,396,52,45,96,3142,3385,6526,1270,1367,2638,22169,23458,45623
SED30029,18459,19006,37462,407,394,805,127,139,266,70,62,131,1746,1809,3552,18,23,38,31,31,57,13,7,24,22,21,52,19,19,41,0,0,0,2038,2114,4153,126,142,269,41,40,85,2616,2692,5306,1210,1198,2412,22282,22902,45182
SED30030,21660,22379,44044,743,815,1558,287,313,600,98,99,198,2729,3032,5759,30,24,62,64,44,108,15,23,36,19,19,40,7,7,21,0,0,0,3252,3567,6820,248,304,555,86,66,155,4332,4751,9081,2228,2385,4612,28224,29521,57739
SED30031,20487,19225,39713,1328,1408,2735,141,130,274,76,68,143,3025,3152,6180,33,31,71,52,66,126,20,18,39,35,38,75,3,7,9,0,0,0,3392,3515,6907,189,254,444,92,85,175,4998,5265,10263,2538,2308,4844,28024,26793,54822
SED30032,20393,20741,41138,753,824,1578,174,195,369,54,57,110,2754,2957,5714,23,14,41,32,33,67,11,18,25,32,36,68,9,19,28,0,0,3,3092,3337,6425,196,194,396,78,48,127,4125,4399,8522,3092,2087,5180,27611,27229,54840
SED30033,16650,17852,34502,481,458,940,134,140,270,61,77,140,3057,3262,6321,20,20,38,27,26,57,6,4,13,15,8,22,14,15,30,0,0,0,3330,3558,6889,366,427,787,61,68,126,4236,4508,8744,1686,1755,3438,22570,24115,46684
SED30034,15320,14293,29619,1311,1377,2690,108,128,228,39,32,74,1456,1424,2880,11,17,33,37,31,65,7,20,25,22,22,43,0,4,3,0,0,0,1681,1677,3356,79,104,184,61,56,115,3133,3219,6351,2745,2125,4871,21197,19633,40836
SED30035,18408,18683,37093,858,1027,1879,140,141,279,57,59,114,2169,2243,4414,13,17,32,42,33,76,21,18,37,14,24,42,4,3,13,0,0,0,2463,2543,5009,75,101,178,83,60,144,3477,3739,7213,2285,2285,4569,24172,24705,48879
SED30036,18274,19924,38195,727,897,1624,283,294,579,156,167,323,2767,3180,5954,39,34,73,64,45,108,28,37,61,34,41,80,13,19,29,3,0,3,3392,3818,7211,139,149,285,80,73,153,4340,4930,9272,2521,2608,5129,25136,27460,52597
SED30037,20237,19042,39282,1221,1277,2494,180,175,348,108,124,231,2070,2178,4246,39,32,77,55,48,107,14,12,24,50,42,97,13,18,31,0,0,0,2534,2631,5166,136,166,300,85,52,135,3972,4126,8099,2455,2234,4691,26669,25407,52076
SED30038,20523,21292,41821,746,738,1487,132,112,245,62,61,126,2377,2339,4713,19,13,34,32,37,72,3,6,8,22,24,43,12,14,22,0,0,0,2666,2597,5265,433,460,895,75,54,130,3919,3853,7766,5177,2961,8136,29624,28102,57726
SED30039,16135,17082,33214,958,1007,1964,226,210,439,119,106,227,3415,3485,6905,30,41,71,55,48,101,11,12,18,11,18,31,17,25,47,0,0,0,3897,3948,7843,1358,1631,2985,65,51,117,6280,6633,12911,1713,1693,3403,24124,25400,49530
SED30040,18917,19701,38620,651,638,1291,174,176,348,67,59,127,2978,3222,6197,33,36,67,24,28,49,14,13,31,59,48,113,16,9,27,3,0,3,3376,3585,6958,110,142,249,82,69,153,4213,4429,8642,2082,2105,4195,25221,26239,51455
SED30041,20050,20589,40635,806,884,1696,177,171,346,56,59,115,2856,3051,5910,33,34,67,42,44,86,15,18,32,45,40,84,21,17,31,0,0,0,3235,3429,6668,92,119,218,92,68,164,4231,4502,8741,2635,2358,4987,26915,27446,54367
SED30042,19522,20167,39682,727,833,1551,117,146,263,43,50,91,3002,3302,6297,23,24,49,22,30,51,11,9,21,28,16,42,12,4,15,0,0,0,3259,3581,6841,161,189,349,88,80,170,4232,4680,8910,1889,1953,3841,25641,26795,52440
SED30043,18436,20059,38494,890,1010,1898,172,209,385,91,107,200,3358,3679,7037,50,50,97,53,41,89,16,28,48,19,16,40,20,36,49,0,0,0,3779,4166,7942,258,328,584,77,71,151,5008,5569,10578,1945,1953,3904,25392,27583,52970
SED30044,20316,20341,40657,1141,1185,2322,111,107,224,56,62,121,2426,2536,4959,20,16,38,36,37,76,14,14,31,24,22,40,6,5,11,0,0,0,2689,2808,5499,126,159,287,70,65,127,4021,4212,8235,2740,2305,5044,27079,26854,53940
SED30045,20830,20656,41487,936,1006,1945,154,166,315,54,51,102,2411,2596,5013,17,11,34,29,30,62,8,14,22,17,17,31,3,4,12,0,0,0,2698,2892,5587,267,310,574,74,74,146,3972,4278,8252,2583,2305,4891,27391,27246,54635
SED30046,19635,19706,39339,478,447,928,105,98,206,43,45,94,2285,2379,4665,21,19,40,27,17,43,13,10,26,19,8,28,8,6,13,0,0,0,2525,2584,5108,170,203,375,72,65,138,3243,3299,6542,1871,1852,3717,24746,24855,49598
SED30047,18171,19360,37531,540,607,1152,167,181,352,68,70,135,2553,2712,5258,13,18,31,39,44,82,8,5,15,18,17,35,13,11,19,0,0,0,2879,3056,5939,231,255,487,64,56,115,3711,3971,7685,1758,1829,3588,23644,25162,48802
SED30048,15656,15814,31464,633,669,1302,91,92,188,61,62,121,2288,2481,4773,23,22,42,40,35,76,20,24,43,13,16,25,5,10,11,0,0,0,2551,2744,5290,124,169,294,74,62,131,3376,3636,7015,2438,1919,4356,21465,21365,42835
SED30049,17264,18343,35601,394,415,810,108,107,216,39,45,86,2578,2723,5298,27,43,70,32,47,79,3,5,12,17,17,27,15,7,26,0,0,3,2816,2991,5812,528,671,1200,52,50,97,3786,4126,7912,1453,1444,2895,22507,23908,46417
SED30050,17517,18856,36373,1076,1188,2268,216,234,450,171,188,356,2982,3239,6221,38,28,59,69,69,142,33,26,58,40,28,67,19,20,41,0,0,0,3567,3831,7393,358,448,808,78,72,149,5077,5535,10616,2532,2665,5195,25128,27060,52187
SED30051,19216,19272,38486,839,952,1786,143,146,288,88,76,160,1990,2132,4120,29,34,57,33,36,69,12,21,35,32,28,62,8,12,27,0,0,0,2339,2480,4819,66,78,144,73,67,138,3309,3578,6888,3049,2262,5307,25573,25109,50682
SED30052,18279,19648,37928,769,810,1573,391,441,835,147,150,301,2791,3096,5887,28,42,75,64,72,139,17,22,41,27,19,40,28,32,58,0,0,0,3496,3881,7374,594,665,1262,87,79,161,4939,5436,10377,2307,2485,4796,25535,27568,53100
SED30053,20834,19049,39875,966,1020,1992,71,86,164,34,53,85,1942,1946,3891,11,8,24,38,27,72,12,10,23,22,18,43,0,0,3,0,0,0,2136,2160,4295,59,80,146,54,42,98,3215,3308,6523,4137,2361,6503,28187,24715,52901
SED30054,18884,19759,38645,446,513,951,128,129,254,59,70,127,1830,1853,3689,32,29,62,46,33,78,20,10,28,10,13,21,11,10,24,0,0,0,2135,2150,4280,313,347,661,35,38,75,2928,3048,5974,1240,1166,2409,23056,23971,47022
SED30055,20749,21436,42190,673,810,1485,160,175,336,61,57,119,2954,3260,6216,42,30,69,13,17,25,11,9,23,28,29,56,8,12,21,0,0,0,3272,3583,6860,191,198,389,94,80,177,4233,4673,8910,1899,2022,3924,26883,28132,55017
SED30056,14521,15040,29565,613,669,1280,229,237,462,122,137,252,3804,4049,7855,34,27,59,52,43,97,21,12,34,25,20,50,28,40,66,0,0,0,4313,4574,8889,760,914,1680,82,55,140,5776,6207,11980,2035,1941,3968,22326,23191,45519
SED30057,11831,10771,22602,1313,1372,2684,101,86,181,35,36,69,976,925,1902,26,22,52,41,34,70,7,4,10,49,65,113,0,0,0,0,0,0,1233,1166,2402,76,114,190,67,66,135,2685,2720,5405,2192,1877,4071,16710,15367,32078
SED30058,18009,18842,36849,336,372,707,85,85,175,53,47,102,2195,2324,4522,27,27,52,20,16,35,0,4,6,14,14,34,13,10,25,0,0,0,2416,2531,4947,282,303,586,48,46,90,3081,3247,6334,1324,1368,2694,22414,23456,45876
SED30059,20156,21414,41575,580,656,1237,363,404,765,122,125,248,2861,3171,6031,32,39,69,62,52,111,15,18,36,19,20,40,17,10,30,0,0,0,3490,3835,7321,310,338,650,82,68,155,4455,4903,9356,2330,2563,4892,26949,28877,55825
SED30060,19604,19854,39458,870,912,1782,79,117,192,76,66,138,2269,2384,4655,21,29,55,47,62,110,15,12,31,55,49,103,4,0,8,0,0,0,2569,2728,5299,144,185,326,84,84,167,3670,3906,7572,2456,2429,4890,25732,26185,51914
SED30061,15892,16618,32506,585,640,1227,115,125,245,75,98,173,2676,2926,5602,34,37,70,30,53,85,19,14,28,54,44,101,33,34,63,0,0,0,3032,3333,6364,270,342,616,65,59,124,3957,4377,8333,1730,1691,3417,21577,22682,44256
SED30062,25232,26833,52066,1623,1758,3380,327,343,663,152,159,309,4117,4573,8689,50,62,107,75,82,153,23,27,55,44,40,79,30,22,54,0,0,0,4809,5303,10116,405,496,904,138,135,275,6982,7692,14674,2719,2846,5562,34936,37368,72299
SED30063,19343,19169,38504,1140,1225,2365,134,111,242,24,25,51,2011,2064,4075,15,16,27,17,14,28,8,10,15,21,31,52,4,3,10,0,0,0,2230,2269,4501,96,81,173,71,61,134,3536,3638,7170,2236,1913,4149,25112,24717,49828
SED30064,18465,19764,38230,947,990,1935,167,222,393,120,112,234,2560,2755,5311,19,21,41,53,56,108,16,11,33,24,27,47,12,11,21,0,0,0,2968,3215,6186,126,156,283,74,59,135,4113,4421,8540,2093,2037,4131,24677,26223,50898
SED30065,18670,19802,38472,905,937,1846,329,357,686,227,263,492,2305,2557,4863,39,50,90,61,78,141,22,15,37,25,22,49,11,20,34,3,0,3,3021,3371,6389,297,299,601,64,75,142,4293,4690,8980,2181,2164,4340,25138,26652,51793
SED30066,19786,20327,40117,568,617,1181,136,160,293,70,89,161,3391,3372,6762,31,21,48,42,32,71,16,15,28,20,19,42,9,12,19,0,0,0,3715,3713,7430,443,496,940,90,75,172,4821,4905,9719,1909,2153,4063,26511,27387,53898
SED30067,20512,21029,41547,627,632,1261,121,127,242,65,71,137,2794,2912,5704,18,10,30,38,28,67,11,14,27,20,14,35,16,11,25,0,0,0,3073,3181,6261,199,245,441,51,48,97,3949,4110,8061,1746,1634,3388,26213,26779,52989
SED30068,19336,20565,39899,1029,1172,2204,199,213,405,83,88,171,2603,2708,5313,19,16,38,38,33,71,16,10,31,25,22,51,15,18,28,3,0,3,3000,3108,6109,247,288,533,75,57,136,4353,4625,8980,2604,2852,5457,26288,28044,54330
SED30069,17758,19129,36887,548,684,1233,190,223,414,62,96,165,2503,2696,5195,16,18,29,44,55,96,11,11,23,19,16,35,8,19,30,0,0,4,2862,3139,5998,184,207,389,103,59,164,3697,4091,7779,2019,2323,4343,23473,25533,49008
SED30070,19539,20293,39829,835,887,1727,180,203,386,46,56,103,2512,2629,5145,28,14,43,34,31,68,13,13,22,26,17,47,9,14,19,0,0,0,2841,2983,5823,124,137,255,62,79,140,3863,4081,7947,1744,1738,3486,25152,26115,51259
SED30071,17689,18519,36202,717,881,1592,82,78,162,46,48,99,2629,3035,5663,15,19,31,24,28,47,4,9,10,18,22,42,3,3,8,0,0,0,2833,3235,6067,146,159,297,119,121,239,3801,4398,8199,2367,2166,4540,23860,25080,48944
SED30072,18653,20050,38707,495,541,1032,122,125,241,43,60,103,2486,2597,5088,29,18,50,29,26,49,6,3,16,23,24,50,8,12,22,0,0,0,2745,2870,5615,273,338,619,60,60,124,3579,3813,7388,1554,1663,3223,23789,25525,49315
SED30073,16640,16181,32818,846,784,1629,303,295,597,155,135,288,5121,4910,10029,60,52,113,94,85,178,28,27,53,31,27,58,29,38,63,0,0,4,5823,5563,11380,1594,1692,3290,118,91,212,8380,8135,16506,3070,2809,5882,28084,27129,55207
SED30074,18687,18889,37573,1257,1414,2674,223,239,464,20,35,56,1522,1538,3059,20,16,40,21,26,44,3,3,9,18,18,38,3,6,11,0,0,0,1830,1885,3723,102,127,230,52,61,115,3249,3489,6744,2168,2099,4264,24102,24476,48575
SED30075,19565,20793,40366,742,822,1563,406,455,859,151,169,315,3566,3811,7377,49,46,99,63,52,116,36,42,73,36,33,68,28,32,60,0,0,0,4336,4632,8970,826,909,1732,106,96,202,6005,6459,12466,3250,3091,6343,28820,30354,59174
SED30076,19088,19572,38654,409,438,847,99,112,208,42,34,81,2478,2518,4993,19,17,35,17,18,34,4,12,18,8,7,10,18,9,22,0,0,0,2685,2721,5410,237,265,506,67,43,115,3400,3471,6873,1583,1661,3246,24071,24704,48767
SED30077,16611,17727,34334,337,356,690,158,173,337,95,102,199,3124,3277,6400,24,25,52,30,38,71,9,12,25,21,17,32,24,15,36,0,0,0,3489,3665,7149,357,383,737,78,46,124,4253,4443,8693,1690,1952,3638,22550,24122,46672
SED30078,21871,22897,44769,720,747,1462,128,130,258,76,61,135,2991,2999,5991,36,28,63,34,31,68,7,6,9,17,14,40,14,8,24,0,0,0,3298,3289,6583,1020,1122,2141,75,52,123,5107,5201,10307,1715,1582,3294,28687,29684,58374
SED30079,19241,19621,38864,683,651,1336,153,155,309,78,74,155,3277,3048,6322,35,32,67,48,36,80,6,3,14,26,16,35,14,13,27,0,0,0,3632,3369,7004,1328,1413,2740,85,77,160,5732,5514,11243,2018,2072,4088,26999,27205,54201
SED30080,18773,18988,37763,1106,1109,2210,454,476,931,215,200,413,2851,3054,5912,46,39,84,64,56,119,20,23,44,27,27,51,27,26,50,0,4,4,3707,3903,7613,1115,1250,2364,93,78,166,6020,6339,12356,3962,3832,7801,28753,29165,57914
SED30081,19008,19793,38799,701,807,1509,174,192,364,131,143,276,2830,3185,6012,38,49,90,54,62,113,18,21,40,75,67,140,19,23,40,0,0,0,3342,3746,7087,93,122,214,99,79,176,4242,4752,8989,2277,2182,4458,25526,26724,52248
SED30082,17590,19137,36729,714,784,1500,153,172,331,30,44,70,2977,3234,6215,18,15,33,40,34,73,9,12,21,21,20,42,9,15,25,0,0,0,3259,3544,6808,130,171,300,76,56,136,4180,4563,8745,2242,2173,4418,24013,25868,49883
SED30083,17233,19508,36739,736,803,1534,165,173,331,80,48,129,3080,3453,6528,21,22,52,27,33,53,11,17,26,36,26,59,18,19,33,0,0,0,3428,3791,7215,273,278,557,73,73,145,4512,4941,9451,1904,2310,4214,23644,26758,50407
SED30084,17063,17068,34130,662,701,1365,220,223,440,132,139,267,3151,3273,6420,43,50,91,46,52,96,16,23,40,56,48,107,35,30,64,0,0,0,3706,3824,7531,242,279,524,89,71,154,4701,4877,9573,2842,2624,5470,24603,24572,49174
SED30085,15205,14304,29509,1305,1415,2719,135,132,265,34,34,60,1336,1401,2735,17,10,25,31,29,59,4,5,6,28,31,50,7,6,10,0,0,0,1579,1637,3217,60,87,154,51,36,90,2992,3187,6179,2567,2303,4872,20769,19789,40562
SED30086,22464,23531,45997,695,725,1422,189,194,379,69,73,142,4004,4324,8326,15,17,31,42,45,87,25,20,39,12,16,26,12,7,13,0,0,0,4358,4690,9050,388,427,816,131,90,224,5580,5934,11507,2843,2974,5814,30882,32438,63321
SED30087,21543,20801,42349,1384,1449,2833,268,286,557,118,164,287,2615,2854,5471,42,45,89,83,100,182,22,25,51,27,31,54,14,9,26,0,0,0,3201,3522,6721,235,266,503,73,75,142,4892,5316,10209,3539,2795,6334,29978,28916,58889
SED30088,22848,22904,45756,780,821,1598,178,146,326,113,82,192,3349,3441,6785,25,26,49,54,28,78,10,10,18,3,8,18,0,3,9,0,0,0,3737,3741,7479,599,663,1260,115,87,195,5227,5313,10536,3130,3157,6287,31205,31369,62574
SED30089,18172,18601,36768,525,570,1093,175,165,339,83,80,161,3370,3382,6750,20,26,43,33,24,57,8,13,19,11,13,25,13,22,37,0,0,0,3714,3722,7430,529,577,1106,65,71,136,4833,4938,9769,2150,2056,4202,25154,25591,50745
SED39494,1610,1127,2737,558,343,903,308,318,619,171,192,367,1677,1520,3196,48,57,106,161,146,306,28,35,59,54,41,100,7,14,25,3,0,3,2455,2331,4783,436,549,983,148,97,243,3598,3312,6907,1702,1098,2805,6908,5543,12454
SED39797,52,57,102,0,0,0,3,0,5,0,0,0,4,4,12,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,21,0,6,3,0,0,0,6,17,22,6,17,21,66,84,152
SED40001,13768,13795,27558,820,908,1726,120,128,254,119,123,241,74,80,156,2296,2286,4587,76,50,117,9,12,23,35,35,69,20,11,35,0,0,0,2747,2732,5483,1191,1205,2405,47,34,84,4808,4883,9690,2363,1849,4215,20934,20528,41461
SED40002,12914,13891,26802,321,365,686,66,62,131,41,40,86,41,30,72,1619,1688,3307,23,15,38,6,3,3,24,16,41,7,0,5,0,0,0,1827,1862,3686,357,438,801,34,20,57,2539,2690,5229,1074,1154,2231,16529,17732,34260
SED40003,13055,14507,27560,254,289,537,49,85,133,49,52,99,26,26,48,1220,1360,2583,23,19,39,7,0,9,6,16,23,5,5,10,0,0,0,1388,1555,2947,324,325,648,18,9,31,1986,2179,4160,979,1007,1982,16011,17688,33706
SED40004,12917,13825,26740,267,269,535,38,53,93,52,41,92,36,37,72,1180,1293,2474,16,18,43,3,7,8,21,13,35,17,8,28,0,0,0,1369,1472,2841,204,219,423,29,25,55,1864,1986,3856,996,1068,2060,15779,16885,32660
SED40005,14036,13898,27941,694,778,1476,42,48,95,65,72,135,38,34,80,867,911,1781,30,33,59,3,10,17,21,36,62,3,3,5,0,0,0,1076,1152,2230,126,118,238,46,28,74,1946,2069,4015,1409,1343,2754,17394,17315,34709
SED40006,14404,15260,29662,370,359,727,48,33,86,57,59,110,33,32,58,1802,1838,3639,16,14,37,3,8,7,14,6,23,4,3,6,0,0,0,1971,1994,3970,267,307,576,34,26,62,2649,2690,5339,1378,1285,2662,18425,19240,37665
SED40007,13355,14223,27578,318,320,630,53,46,99,53,39,88,38,26,67,1342,1402,2749,19,22,43,4,7,6,22,20,45,3,4,12,0,0,0,1535,1574,3108,199,241,435,22,17,37,2066,2147,4216,1089,1037,2126,16513,17414,33928
SED40008,13548,13893,27434,324,355,680,39,26,67,55,43,98,32,31,59,1728,1675,3401,17,16,31,8,3,16,15,9,24,5,9,10,0,0,0,1897,1809,3708,396,407,799,37,22,60,2662,2586,5249,1328,1302,2631,17537,17784,35317
SED40009,13894,14275,28168,257,279,536,31,57,92,37,44,74,18,21,38,1184,1228,2416,16,6,28,0,9,7,15,21,37,6,3,11,0,0,0,1310,1390,2702,223,301,530,24,27,51,1813,1996,3815,1043,936,1971,16748,17199,33952
SED40010,12781,13635,26416,302,364,664,76,83,155,56,52,109,43,44,91,1884,1896,3782,15,14,28,12,17,27,29,32,59,19,16,34,0,0,0,2129,2153,4280,473,518,986,25,32,50,2927,3061,5988,1227,1227,2455,16933,17923,34862
SED40011,12649,14026,26675,310,340,645,54,71,130,48,52,107,27,25,56,1798,1903,3696,12,13,27,4,3,9,21,23,39,5,3,7,0,0,0,1973,2096,4067,355,424,781,46,33,76,2684,2890,5570,1144,1279,2426,16475,18197,34676
SED40012,15158,14924,30086,629,489,1114,44,48,89,49,59,110,31,31,60,1764,1587,3353,19,10,31,0,4,5,24,27,46,7,5,12,0,0,0,1935,1767,3704,495,578,1076,38,39,72,3096,2867,5963,1412,1403,2816,19670,19195,38867
