SED_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SED60502,0,0,0,59,99,160,0,3,5,0,0,0,11,5,16,3406,2915,6321,304,294,600,155,0,156,41,6,48,10,0,10,29,11,45,90,107,197,4108,3441,7553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,28,4,12,19,0,0,3,13,34,53,27,21,45,43,54,94,0,0,0,3,3,3,3,0,4,5,4,8,146,166,314,387,686,1073,81,58,136,4762,4413,9182
SED60512,0,0,0,13,9,25,0,0,0,0,0,0,4,0,3,1345,1199,2548,52,89,146,56,0,58,11,3,11,4,4,11,22,3,26,61,47,109,1569,1363,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,19,12,10,20,0,0,0,0,0,0,0,0,0,0,0,0,132,137,268,190,334,522,32,24,50,1933,1866,3803
SED60513,0,0,0,32,35,61,0,0,0,3,0,4,6,0,8,2644,2313,4956,164,213,378,66,3,67,29,3,30,5,0,5,23,13,35,89,64,152,3057,2649,5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,23,4,4,5,0,0,0,11,19,26,34,18,54,41,39,80,0,0,0,3,0,3,3,0,3,3,0,3,186,197,379,343,555,896,38,42,81,3671,3470,7144
SED60514,0,0,3,38,23,59,0,0,0,0,0,0,4,3,7,4930,4215,9143,252,242,492,162,0,162,63,4,64,20,8,27,88,27,110,331,252,577,5884,4759,10644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,7,42,11,56,48,20,68,0,0,0,0,0,0,0,0,0,3,0,0,526,503,1026,660,933,1585,87,84,171,7202,6296,13501
SED69494,0,0,0,9,8,10,0,0,0,0,0,0,0,0,0,72,43,113,16,8,23,0,0,0,4,0,4,4,0,8,3,0,10,9,11,18,120,72,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,45,3,0,3,152,98,247
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,19,0,0,0,0,0,0,0,0,0,0,0,0,21,0,18,7,0,7,33,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,38,9,47
SED70001,0,0,0,3,9,10,0,0,3,0,0,0,0,0,0,162,97,260,117,97,216,11,0,7,0,0,0,9,13,25,8,6,12,295,337,634,605,571,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,6,16,14,13,29,49,60,105,677,655,1330
SED70002,3,0,3,162,48,208,0,0,3,0,0,0,13,20,32,1907,1860,3764,154,252,406,35,0,32,71,25,99,198,132,330,33,19,55,176,222,400,2756,2579,5337,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,3,13,0,0,0,0,0,3,11,4,19,30,26,54,43,29,69,0,0,0,0,0,0,3,0,7,4,0,6,43,76,116,206,241,447,27,33,56,3076,2967,6039
SED70003,0,0,0,50,23,71,0,0,0,0,0,0,0,0,0,456,289,740,114,87,203,7,3,10,8,3,13,34,26,66,16,3,22,278,366,645,958,809,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,4,0,0,0,4,3,11,12,4,18,19,9,24,0,0,0,3,0,4,0,0,0,4,0,3,13,8,22,89,78,169,41,33,68,1124,941,2057
SED70004,0,0,0,22,14,36,3,0,3,0,0,0,0,0,0,547,437,984,93,99,196,15,0,11,17,3,23,37,18,53,57,20,77,394,376,772,1182,982,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,20,19,3,18,0,0,0,0,0,0,0,0,0,0,0,0,74,63,132,83,91,167,55,45,93,1411,1176,2581
SED70005,3,0,3,199,83,284,0,0,0,0,0,3,0,0,6,1687,1549,3238,126,129,250,22,0,22,56,0,63,30,3,29,28,12,41,32,32,56,2180,1812,3991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,17,111,11,5,18,9,0,9,116,22,139,25,13,38,141,40,178,0,0,0,3,0,3,3,0,4,5,0,4,12,55,64,159,207,368,29,14,45,2528,2125,4651
SED70006,0,0,0,66,23,93,0,0,0,0,0,0,18,12,28,1733,1822,3560,156,236,399,34,0,37,56,22,83,138,135,279,34,13,45,118,126,240,2356,2406,4761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,6,0,8,28,22,47,33,25,61,0,0,0,0,0,3,0,3,6,6,5,10,34,72,100,195,257,455,22,27,54,2649,2790,5442
SED70007,0,0,0,130,87,216,0,0,0,0,0,0,3,5,4,1693,1620,3311,120,156,274,15,0,15,53,5,60,33,11,37,27,4,35,38,28,63,2104,1915,4020,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,71,10,81,5,4,6,19,0,19,86,19,108,26,13,36,112,32,144,0,0,0,5,3,4,0,0,0,5,3,4,14,48,64,172,177,345,18,14,28,2427,2182,4605
SED70008,3,0,3,103,95,203,0,0,0,0,0,0,8,7,19,1631,1295,2925,111,192,300,9,0,9,54,11,68,84,67,150,42,19,56,107,149,253,2145,1834,3978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,21,6,22,3,9,14,6,3,9,33,14,50,13,16,24,51,27,78,0,0,0,3,3,3,3,0,6,4,3,9,34,80,110,198,264,466,31,24,53,2464,2233,4696
SED70009,0,3,3,127,37,162,9,3,12,0,0,0,0,0,0,757,616,1373,109,111,216,33,0,34,13,4,22,22,9,30,60,20,72,206,247,457,1327,1059,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,23,3,29,3,0,4,3,0,3,32,12,40,46,51,92,78,65,138,0,0,0,4,7,12,8,8,15,13,16,30,80,89,169,113,114,227,40,25,62,1645,1367,3011
SED70010,0,0,0,125,81,207,0,0,0,0,0,0,3,4,3,1402,1258,2661,122,146,266,14,0,20,43,3,43,33,8,49,25,6,37,40,52,94,1817,1554,3374,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,37,13,48,7,5,9,6,0,6,52,20,65,27,15,40,78,34,104,0,0,0,0,0,3,0,0,0,3,0,4,18,25,46,136,166,303,31,21,50,2085,1796,3883
SED70011,3,3,3,227,113,344,3,0,3,0,0,0,3,10,13,1473,1374,2847,118,170,296,11,3,8,74,8,84,91,55,143,24,8,27,68,84,157,2096,1835,3931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,44,14,51,4,7,11,15,3,18,62,20,80,26,8,40,94,29,121,0,0,0,6,3,11,4,0,3,13,5,16,50,80,131,126,164,291,27,31,50,2400,2150,4549
SED70012,0,0,3,137,80,215,0,0,0,3,3,6,12,10,25,1759,1455,3219,122,211,336,13,0,12,80,19,95,75,67,142,29,15,51,56,51,110,2284,1916,4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,58,11,68,5,3,10,8,3,8,73,16,85,37,15,49,107,28,138,0,0,0,4,3,7,0,0,0,8,5,13,31,66,95,143,187,332,23,16,42,2600,2220,4822
SED70013,0,0,0,51,30,83,3,0,3,0,0,0,0,5,5,1700,1558,3263,119,111,225,75,0,75,43,13,54,10,4,8,36,14,53,88,59,151,2126,1790,3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,15,107,4,0,5,0,0,4,99,17,119,20,10,35,116,30,153,0,0,0,0,0,0,0,0,0,0,0,0,134,156,290,176,198,374,40,33,75,2598,2211,4810
SED70014,0,0,3,106,107,210,0,0,0,0,0,0,9,7,12,1374,1154,2532,99,184,286,10,0,12,38,16,54,77,51,128,21,8,37,34,39,67,1775,1568,3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,22,6,4,12,13,3,17,33,16,41,20,12,34,52,31,78,0,0,0,3,3,5,0,0,0,3,3,8,35,52,94,123,168,298,16,15,30,2004,1842,3848
SED70015,0,0,0,77,88,159,0,0,0,0,0,0,6,4,10,1372,1187,2563,87,168,261,25,0,25,49,7,52,32,18,52,24,3,30,28,31,55,1698,1510,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,31,0,10,7,5,0,3,24,17,41,16,4,19,41,23,67,0,0,0,3,3,3,3,0,4,7,3,9,25,50,75,107,157,268,35,25,60,1905,1775,3679
SED70016,0,0,0,5,5,11,0,0,0,0,0,0,7,13,16,1441,1281,2725,146,159,302,32,4,31,36,8,46,96,42,136,37,14,51,155,138,291,1959,1654,3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,26,11,33,24,13,34,0,0,0,0,0,0,0,0,0,0,0,0,67,82,153,141,172,308,27,13,42,2218,1933,4152
SED70017,0,0,0,20,30,49,0,0,0,0,0,0,0,4,4,704,578,1277,83,112,197,15,0,18,19,10,32,36,22,55,24,14,34,393,406,801,1297,1165,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,4,3,13,9,27,19,11,28,0,0,0,0,0,0,3,0,3,3,0,3,72,59,126,96,125,218,36,23,62,1522,1390,2915
SED70018,0,0,0,734,46,782,3,0,3,0,0,0,3,3,8,1866,1574,3437,132,115,252,65,0,62,40,4,44,37,14,50,62,11,78,251,65,314,3204,1823,5031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,12,92,4,12,15,11,0,10,96,23,116,16,10,25,114,32,146,0,0,0,5,0,5,0,0,0,5,0,12,69,119,182,266,203,474,47,32,76,3706,2211,5920
SED70019,0,0,0,70,29,93,0,0,0,0,0,0,4,3,9,640,514,1155,165,153,319,5,0,5,21,8,37,22,36,61,12,10,19,297,399,695,1230,1151,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,8,12,16,28,19,17,38,0,0,0,0,0,0,0,4,4,0,4,5,7,18,29,94,98,197,27,31,58,1379,1320,2702
SED70020,0,0,0,123,127,245,0,0,0,0,0,0,16,13,28,1470,1389,2860,93,198,291,15,0,16,74,16,88,122,103,222,38,10,51,49,45,99,1998,1893,3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,50,3,7,13,9,4,7,55,17,71,25,26,51,78,43,117,0,0,0,0,3,3,0,0,0,0,4,4,57,75,123,129,174,303,29,26,53,2287,2210,4500
SED70021,0,3,3,400,142,539,3,0,3,0,3,3,20,5,22,1785,1183,2964,202,164,372,11,0,14,66,36,102,153,100,250,66,23,91,525,572,1103,3234,2234,5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,65,5,73,14,10,23,11,5,10,88,14,102,35,11,50,130,31,160,3,0,6,0,0,0,0,0,0,3,0,6,53,68,123,236,206,437,26,24,55,3685,2562,6250
SED70022,0,0,0,102,81,177,0,0,0,0,0,0,9,13,14,1595,1311,2910,114,205,315,17,0,17,49,9,62,50,25,76,22,8,33,39,54,90,1992,1706,3700,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,28,4,32,3,6,13,4,0,3,33,18,50,16,9,26,52,24,75,0,0,0,0,0,3,0,3,3,4,5,4,30,70,102,124,195,320,52,31,82,2259,2029,4285
SED70023,0,4,3,173,60,230,0,3,3,0,0,0,4,0,4,1876,1580,3458,143,158,300,27,0,30,74,3,82,41,8,49,47,14,61,94,56,148,2482,1884,4367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,9,87,9,7,18,13,3,11,94,22,118,27,11,39,118,36,157,0,0,0,4,0,6,0,0,3,3,0,8,44,67,118,184,215,394,29,24,55,2862,2234,5095
SED70024,0,0,0,18,20,36,0,0,0,0,0,0,0,0,0,226,142,366,50,81,130,3,0,3,0,0,0,9,0,9,45,16,58,338,428,768,690,690,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,7,4,10,14,4,22,16,8,27,0,0,0,0,0,0,3,0,3,3,0,8,19,20,40,18,27,49,27,22,51,775,765,1547
SED70025,0,3,3,86,46,131,0,0,0,0,0,0,5,8,11,1799,1573,3369,107,207,311,16,0,17,73,15,85,56,40,90,23,9,32,36,40,75,2192,1936,4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,24,3,33,4,9,12,9,3,8,40,15,55,20,11,32,59,30,85,0,0,0,0,0,0,3,3,4,8,3,9,35,69,109,163,204,369,29,27,53,2476,2273,4750
SED79494,0,0,0,57,12,64,0,0,0,0,0,0,0,0,0,79,48,127,19,21,42,6,0,6,6,0,6,4,6,15,19,21,39,66,78,142,259,193,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,4,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,5,0,5,9,14,26,40,41,75,8,3,9,320,252,574
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,22,0,0,0,21,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,22,4,28
SED80001,11,4,10,742,766,1509,6,3,13,0,3,6,19,14,30,14082,12815,26896,733,1469,2204,243,5,247,301,26,324,219,45,264,110,30,136,361,242,601,16831,15420,32253,0,0,4,0,0,0,0,0,0,9,5,18,0,0,0,0,0,0,13,10,26,0,0,0,0,0,0,72,120,194,37,75,113,22,6,30,137,198,336,162,101,261,312,306,618,0,3,3,8,13,25,3,4,7,15,17,38,401,568,967,1377,2319,3700,140,111,251,19071,18751,37825
SED80002,13,7,19,1356,1435,2795,3,0,3,0,6,9,34,25,52,13304,11543,24845,790,1604,2396,203,4,206,361,43,406,522,170,689,112,56,164,639,571,1211,17333,15460,32797,0,3,3,0,0,0,0,0,0,11,3,13,0,0,0,3,0,4,9,6,18,0,0,0,0,0,0,74,98,172,50,83,140,24,19,42,147,202,352,200,139,342,365,344,708,3,3,4,16,15,29,7,4,16,29,22,53,440,607,1049,1458,2370,3824,114,101,220,19746,18905,38651
SED80003,35,24,60,1336,1546,2880,4,3,3,7,3,11,64,48,112,11072,10087,21155,817,1476,2291,94,3,102,339,57,394,1935,1135,3071,289,106,392,3116,2524,5639,19104,17019,36123,6,0,5,0,0,0,0,0,0,8,8,15,0,0,0,4,0,4,14,9,26,0,0,0,0,0,0,38,37,73,41,72,113,58,68,123,130,178,311,200,139,336,347,325,671,11,10,16,26,18,48,21,7,28,58,36,91,786,890,1678,1501,2455,3962,115,109,230,21907,20835,42748
SED80004,13,3,22,1004,1043,2052,4,3,5,3,6,10,24,23,50,12925,11762,24688,759,1541,2296,179,0,177,326,42,368,589,155,746,102,64,164,586,679,1265,16518,15321,31838,3,0,3,0,0,0,0,0,0,7,3,7,0,0,3,0,0,0,11,9,15,0,0,0,0,0,0,68,89,160,52,100,152,28,20,53,153,217,366,162,125,288,320,351,673,8,3,10,14,16,30,7,3,13,30,25,49,631,739,1363,1431,2375,3805,119,124,239,19040,18923,37969
SED80005,21,13,34,1494,1481,2975,7,5,13,11,7,13,50,20,71,18009,15079,33087,1015,2102,3114,244,3,247,439,37,478,458,125,583,120,76,194,284,284,572,22154,19232,41386,4,3,6,0,0,0,0,0,0,19,6,24,0,3,3,3,0,3,22,12,36,0,0,0,0,0,0,153,118,271,69,95,165,30,14,39,260,220,476,222,149,376,499,381,883,7,0,7,21,18,40,18,3,17,50,21,68,474,777,1252,1526,2855,4379,148,118,268,24844,23388,48238
SED89494,0,0,0,8,14,19,0,0,0,0,0,0,0,0,0,51,49,104,3,11,16,3,0,3,0,0,0,4,5,10,0,0,3,10,9,18,89,87,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,19,0,3,0,102,101,202
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,4,0,4,28,21,51,28,13,37,0,0,0,0,0,3,675,593,1270,53,63,117,62,8,71,41,13,52,13,5,16,20,7,30,88,69,159,1012,803,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,21,0,0,0,0,0,0,0,0,0,0,0,0,11,16,21,19,8,30,28,25,53,0,0,0,6,3,4,5,0,5,7,3,15,33,43,81,63,90,150,26,11,37,1175,970,2151
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,8,8,11
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
